09.09.2024,Letzter Ferientag,Neues Schuljahr, neues Brain! Wir wünschen dir ein tolles neues Schuljahr. Im Monat September beginnen wir mit den Planzen der Unterwasserwelt.
24.10.2024,Fun Fact,Schnabeltiere können bis zu 20 Jahre alt werden.
25.10.2024,Nice to know,Heute ist der sauerste Tag des Jahres.
26.10.2024,Wochenende,Liedempfehlung: https://www.youtube.com/watch?v=__14Aw9LkDU
27.10.2024,Ferien,		
28.10.2024,Ferien,
29.10.2024,Ferien,	
30.10.2024,Ferien,	
01.11.2024,Ferien,Allerheiligen
02.11.2024,Wochenende,Día de los Muertos
03.11.2024,Wochenende,
04.11.2024,Fun Fact,"Erster Schultag. Wusstest du, dass der Waldsee früher „Sägeweiher" hieß?"
05.11.2024,Quiz,"Was wurde früher im Waldseemoor abgebaut? A) Kohle; B) Erz; C) Torf -Antwort: C"
06.11.2024,Tipp,"Nacho-Tag. Eine schöne Art, den Waldsee kennen zu lernen, ist eine kleine Runde rund um den See zu laufen."
07.11.2024,Witz,Was ist der Unterschied zwischen Latein und Anglerlatein? Latein ist eine tote Sprache, im Anglerlatein wachsen die Fische noch.
08.11.2024,Nice to know,"Internationaler Tag der Putzfrau. Der Waldsee ist einer der höchstgelegenen Moorseen Deutschlands."
09.11.2024,Wochenende,Ausflugstipp: Ausflugstipp: Schnapp dir dein /-e Freund /-innen und geht in die Eisdisko!
10.11.2024,Wochenende,Jeden Freitag von 17 Uhr -19:30 Uhr am Eisplatz beim Waldsee. (QR-Code Website Eisplatz)
11.11.2024,Quiz,"St. Martin. Wie heißt der Verein, der das Entenrennen in Weiler organisiert? A) Entenrenner B) Hausbachflitzer C) Hausbachentchen -Antwort: B"
12.11.2024,Nice to Know,"Oma & Opa Tag
13.11.2024,Tipp,Mach einen Spaziergang durch Weiler! Die Tour lässt sich gut mit einem Besuch der Sennerei in Bremenried verbinden.
14.11.2024,Witz,"Tag der Gewürzgurke. Was versteht man in Polen unter „Triathlon“? Zum See laufen, eine Runde schwimmen und mit dem Fahrrad nach Hause fahren."
15.11.2024,Nice to know,Das Eistobel ist am Ende der letzten Eiszeit vor rund 15000 Jahren entstanden.
16.11.2024,Wochenende,Ausflugstipp: Ziel für den Sommer. Mach einen Ausflug ins Eistobel! (Bild vom Eistobel)
17.11.2024,Wochenende,Volkstrauertag
18.11.2024,Fun Fact,"Tag des Tastentelefons. Schon die Römer kämpften auf dem Bodensee!"
19.11.2024,Quiz,"Wie nennt man den Bodensee noch? -Antwort: Schwäbisches Meer"
20.11.2024,Feiertag,"Buß- und Bettag. Tipp: Im Winter blühen schöne Pflanzen, wie die Zaubernuss auf der Insel Mainau und es ist Zeit für ruhige Spaziergänge."
21.11.2024,Witz,„Erna, an der Tür steht einer, der für das Schwimmbad sammelt. Was soll ich ihm geben?“  „5 Eimer Wasser!“
22.11.2024,Nice to know,2008 besuchte James Bond Bregenz am Bodensee.
23.11.2024,Wochenende,Ausflugstipp: Trinke einen Punsch auf der Lindauer Hafenweihnacht! (Bild von der Hafenweihnacht)
24.11.2024,Wochenende,Totensonntag
25.11.2024,Fun Fact,Die Höchstgeschwindigkeit auf dem Alpsee Coaster beträgt maximal 40 km/h.
26.11.2024,Quiz,"Wie lange läuft man um den Alpsee? A)3:15h B) 3:45h C) 4:00h -Antwort: A)"
27.11.2024,Tipp,"Schildkröten-Patenschaften-Tag. Der Alpsee ist ein wunderschöner See, aber auch immer sehr voll. Je weiter man nach hinten oder um den See herumläuft, desto weniger ist los."
28.11.2024,Witz,Chemielehrer: „Was ist flüssiger als Wasser?“ Fritzchen: „Hausaufgaben, die sind überflüssig.“
29.11.2024,Nice to know,An der tiefsten Stelle ist der Alpsee ungefähr 22m tief.
30.11.2024,Wochenende,Ausflugstipp: Mache einen Ausflug zum Alpsee und fahre mit dem Alpseecoaster! (QR-Code Website Alpseecoaster)
01.12.2024,Wochenende,	
02.12.2024,Fun Fact,Die Antarktis ist die trockenste und kälteste Wüste der Welt.
03.12.2024,Quiz,"Welches Tier kann man in der Antarktis finden? A: Eisbären; B: Kängurus; C: Pinguine -Antwort: C"
04.12.2024,Tipp,Gelben Schnee solltest du niemals essen.
05.12.2024,Witz,Was macht ein Barkeeper am Nordpol? Eis-Zapfen
06.12.2024,Nice to know,Die Antarktis ienthält 60% des weltweiten Süßwasser als Eis.
07.12.2024,Wochenende,"Rezept: Butterplätzchen -Zutaten: 125 g kalte Butter 200 g Weizenmehl 100 g Zucker 1 Pck. Vanillezucker 1 Ei -Zubereitung: Alle Zutaten vermengen, Teig ausrollen, Plätzchen ausstechen und bei 180°C Ober-/Unterhitze backen."
08.12.2024,Wochenende,	
09.12.2024,Fun Fact,Eisbären können tagelang ohne Essen auskommen!
10.12.2024,Quiz,"In Welcher Polarregion liegt der Nordpol? A: Arktis; B: Antarktis; C: Grönland -Antwort: A"
11.12.2024,Tipp,"Tag der Zimtsterne. Beim Betreten von Eisflächen solltest du auf dem Bauch Kriechen, um dein Gewicht besser zu verteilen."
12.12.2024,Witz,Warum fehlt das Eis am Nordpol? Wegen den Nordpolen!
13.12.2024,Nice to know,Eisbären sind sehr geduldige Tiere!
14.12.2024,Wochenende,
15.12.2024,Wochenende,
16.12.2024,Fun Fact,"Tag des Tannenzapfens. Der Weihnachtsmann wohnt am Nordpol!"
17.12.2024,Quiz,"Welches der folgenden Länder hat Anteile am Nordpol? A: Australien; B: Russland; C: Brasilien -Antwort: B"
18.12.2024,Tipp,Wenn du auf einen Eisbären treffen solltest, bleib ruhig und versuche dich, langsam von ihm wegzubewegen.
19.12.2024,Witz,Chuck Norris hat mal den Nordpol geschlagen. Jetzt muss der Nordpol mit Eis kühlen.
20.12.2024,Nice to know,Eisbären sind starke Schwimmer. Sie nutzen Wasser zur Fortbewegung und zur Jagd.
21.12.2024,Wochenende,"Rezept: Heiße Schokolade -Zutaten: 250ml Milch 0,5 TL Zucker 45g Zartbitterschokolade (gehackt) 1 Prise Zimt -Zubereitung: 1)	Drei Esslöffel der Milch, braunen Zucker, gehackte Schokolade und Zimt in einem Topf erhitzen bis alles aufgelöst ist. 2)	Unter ständigem Rühren die restliche Milch hinzufügen und weiter erwärmen. 3)	In eine Tasse geben und nach Belieben mit Kakaopulver bestreuen."
22.12.2024,Wochenende,
23.12.2024,Ferien,Weihnachtsferien
24.12.2024,Ferien,Weihnachtsferien
25.12.2024,Ferien,1.Weihnachtsfeiertag
26.12.2024,Ferien,2. Weihnachtsfeiertag
27.12.2024,Ferien,Weihnachtsferien
28.12.2024,Ferien,Weihnachtsferien
29.12.2024,Ferien,Weihnachtsferien
30.12.2024,Ferien,Weihnachtsferien
31.12.2024,Ferien,Weihnachtsferien
01.01.2025,Ferien,
02.01.2025,Ferien,
03.01.2025,Ferien,
04.01.2025,Ferien,
05.01.2025,Ferien,
06.01.2025,Ferien,
07.01.2025,Quiz,"Wann ist die Titanic gesunken? A) 10.April 1912; B) 15.April 1912; C) 20.April 1912 -Antwort: B)"
08.01.2025,Witz,Warum nimmt die Titanic nie an Versteckspielen teil? Weil sie immer vorher schon abtaucht!
09.01.2025,Nice to know,Die geschätzten Baukosten der Titanic betrugen etwa 7,5 Millionen US-Dollar, was damals einer beträchtlichen Summe entsprach.
10.01.2025,Fun Fact,Einige Gemälde zeigen die Titanic mit drei Schornsteinen, obwohl es in Wirklichkeit zwei hatte. Dies hatte ästhetische Hintergründe.
11.01.2025,Wochenende,Musiktipp: Während dem Sinken "Nearer, my God, to thee"
12.01.2025,Wochenende,
13.01.2025,Nice to know,Kolumbus glaubte bis zu seinem Tod, in Asien gelandet zu sein und wusste nicht, dass er den neuen Kontinenten Amerika entdeckt hat.
14.01.2025,Witz,Warum war Christoph Kolumbus ein so ein guter Seefahrer? Weil er immer wusste, wo er hinsteuerte- auch wenn er nicht wusste, wo er eigentlich hinwollte!
15.01.2025,Quiz,"In welchem Jahre verstarb Christoph Kolumbus? A) 1506; B) 1520; C) 1542; D) 1498 -Antwort: A)"
16.01.2025,Nice to know,Am 16.01.1962 startete der Dreh zum ersten James Bond Film.
17.01.2025,Quiz,"Welche der folgenden Inseln wurde nicht während einer der Kolumbus-Reisen entdeckt? A) Puerto Rico; B) Jamaika; C) Fiji; D) Trinidad -Antwort: C)"
18.01.2025,Wochenende,
19.01.2025,Wochenende,
20.01.2025,Witz,Warum sind Piraten schlecht in Mathe? Weil sie Pi raten!
21.01.2025,Quiz,"Wie nennt man den berüchtigten Piraten, der die Karibik im 17. Jahrhundert unsicher machte? A) Blackbeard; B) Captain Jack Sparrow; C) Brownbeard; D) Sir Francis Drake -Antwort: A)"
22.01.2025,Nice to know,Der größte Anime der Welt handelt von Piraten. Er heißt „One Piece“.
23.01.2025,Fun Fact,Piraterie ist noch heute lebendig und relevant!
24.01.2025,Tipp,Heute ist der Tag der Komplimente, also gib heute mal ein Kompliment an jemanden weiter, vielleicht bekommst du auch eins zurück.
25.01.2025,Wochenende,Filmtipp: Passend zum Thema, schau dir gerne einmal die Filme „Fluch der Karibik“ an!
26.01.2025,Wochenende,
27.01.2025,Witz,Was ist das Lieblingsessen von Piraten? Kapern!
28.01.2025,Fun Fact,Anne Bonny ging mit ihrer Freundin Mary Read als Piraten-Frauenpaar in die Legende ein.
29.01.2025,Tipp,Klaue einem Piraten niemals seinen Schatz!
30.01.2025,Nice to know,Anne Bonny ließ ihr Kind auf Kuba zurück!
31.01.2025,Quiz,"Wie starb Anne Bonny? A) Von der Planke geworfen; B) Erhängt; C) Erschossen -Antwort: B)"
01.02.2025,Wochenende,
02.02.2025,Wochenende,
03.02.2025,Nice to know,Nessie ist das Ungeheuer aus dem Loch Ness in Schottland und wird als einen 20m langen Plesiosaurier beschrieben. 
04.02.2025,Witz,Wie nennt man Nessies Lieblingsmusik? – Loch Ness-talgia!
05.02.2025,Tipp,"Hast du gepupst? – Tag in Deutschland. Filmempfehlung: „Das Geheimnis von Loch Ness“"
06.02.2025,Fun Fact,Die erste moderne Sichtung fand im Jahr 1933 statt, als ein Artikel in einer schottischen Zeitung eine Begegnung am Loch Ness beschrieb. Dies führte zu einer Welle von Aufmerksamkeit und Spekulationen über das berühmte Ungeheuer.
07.02.2025,Quiz,"Was ist die bekannteste Darstellung von Nessie? A) Ein detailliertes Bild von Nessie Flossen; B) Ein riesiges Auge, das aus dem Wasser schaut; C) Ein verschwommenes Bild von einem langen Hals und einem kleinen Kopf; - Antwort: C)"
08.02.2025,Wochenende,
09.02.2025,Wochenende,
10.02.2025,Nice to know,Selkies sind Robben, die an Land kommen und sich in unbeschreiblich schöne Frauen verwandeln.
11.02.2025,Witz,Warum sind Selkies so gute Schauspielerinnen?  -Weil sie die Kunst des “Roben”-spiels perfektioniert haben!  
12.02.2025,Tipp,Filmempfehlung: „Melodie des Meers“
13.02.2025,Fun Fact,In einigen Geschichten heißt, dass die menschliche Form der Selkies besonders attraktiv ist. Die führte oft dazu, dass Menschen versuchten, die Robbenfellhaut zu stehlen, um die Aufmerksamkeit dieser faszinierenden Wesen zu gewinnen.
14.02.2025,Quiz,"Valentinstag. Welches Tier representiert die menschliche Gestalt der Selkies? A) Adler B) Robbe C) Fuchs -Antwort: Robbe"
15.02.2025,Wochenende,Anti-Valentinstag für Singles
16.02.2025,Wochenende,
17.02.2025,Nice to know,"Tag der spontanen Nettigkeiten in Neuseeland und den USA. Bermuda Dreieck ist ein Seegebiet im Atlantik, in dem schon über Jahrhunderte Schiffe und Flugzeuge verschwunden werden."
18.02.2025,Witz,Warum hat das Bermuda Dreieck nie Geburtstagsfeiern? -Weil jedes mal die Gäste spurlos verschwinden! 
19.02.2025,Tipp,Filmempfehlung: „Hotel Transilvanien 3“
20.02.2025,Fun Fact,Im Bermuda Dreieck sind tatsächlich viele Schiffswracks dokumentiert, allerdings ist die Anzahl der Vorfälle nicht ungewöhnlich im Vergleich zu anderen stark befahrenen Meeresrouten.
21.02.2025,Quiz,"Welche der folgenden Inseln liegt nicht im Bereich des Bermuda Dreiecks? A) Bermuda B) Bahamas C) Hawaii -Antwort: Hawaii"
22.02.2025,Wochenende,	
23.02.2025,Wochenende,
24.02.2025,Nice to know,Ein Kelpie ist ein Wassergeist, der sich an tiefen Flüssen aufhält und den Wanderern verspricht, die den Fluss überqueren wollen, sie hinüberzutragen.
25.02.2025,Witz,Warum sind Kelpies schlechte Lügner? -Weil sie immer dabei erwischt werden, sich im Wasserspiegel zu verraten!
26.02.2025,Tipp,Filmempfehlung: „Percy-Jackson-Filmreihe“
27.02.2025,Fun Fact,"Tag der Zahnfee in den USA. In einigen Überlieferungen wird behauptet, dass Kelpies in der Lage sind, Gewässer zu vergrößern oder zu verkleinern, um ihre Opfer zu verschlingen."
28.02.2025,Quiz,"Welche Taktik verwenden Kelpies oft, um Menschen anzulocken? A) Sie singen verlockende Lieder B) Sie nehmen die Gestalt von Pferden an C) Sie versprechen den Menschen Reichtum und Glück -Antwort: B)"
01.03.2025,Ferien,	
02.03.2025,Ferien,
03.03.2025,Ferien,Rosenmontag
04.03.2025,Ferien,Fastnacht
05.03.2025,Ferien,Aschermittwoch
06.03.2025,Ferien,
07.03.2025,Ferien,
08.03.2025,Wochenende,Weltfrauentag
09.03.2025,Wochenende,
10.03.2025,Quiz,"Ab welcher Tiefe wird das Tauchen für den Menschen lebensgefährlich? A) 20m B) 50m C) 100m  -Antwort: 50m"
11.03.2025,Fun Fact,Wusstest du, dass die Hälfte des gegenwärtig durch Photosynthese gebildeten Sauerstoffes im Ozean erzeugt wird? 
12.03.2025,Witz,Was ist braun und schwimmt im Meer? Ein U-brot.
13.03.2025,Nice to know,Circa 3 Millionen gesunkene Schiffe und U-Boote liegen auf dem Grund unserer Meere
14.03.2025,Tipp,Am 17. März ist der Tag des Tauchbootes (Submarine Day)
15.03.2025,Wochenende,Liedempfehlung: Smoke on the water 
16.03.2025,Wochenende,
17.03.2025,Quiz,"Wie viele erforschte Tierarten gibt es in den Weltmeeren? A) 500.000 B) 2 mio. C) 10mio. -Antwort: etwa 2 mio."
18.03.2025,Fun Fact,Wusstest du, dass der Ozean ungefähr 30 Prozent des Kohlenstoffdioxids aufgenommen hat, das seit Beginn der Industrialisierung durch menschliche Aktivitäten in die Atmosphäre gelangte?
19.03.2025,Witz,Warum hat ein Pirat immer ein Messer dabei? -Damit er jederzeit in See stechen kann
20.03.2025,Nice to know,Unsere Weltmeere fassen Schätzungen zufolge 1.332 Milliarden Kubikkilometer Wasser
21.03.2025,Tipp,"Sternzeichen Widder 21.03.-20.04. Am 22.März ist der internationale Tag der Seehunde"
22.03.2025,Wochenende,Liedempfehlung: Yellow Submarine 
23.03.2025,Wochenende,
24.03.2025,Quiz,"Wie heißt der größte, noch existierende Fisch? A) Walhai B) Blauwal C) Riesenmanta -Antwort: A) Walhai"
25.03.2025,Fun Fact,Nur circa 10 Prozent unserer Meere sind erforscht. Das heißt man weiß weniger über die Meere als über unseren Mond.
26.03.2025,Witz,Für alle, die es noch nicht wussten: Sand am Meer gibt es wie Sand am Meer…
27.03.2025,Nice to know,Die Tiefsee ist die größte, aber auch am wenigsten erforschte Ökoregion der Erde. 
28.03.2025,Tipp,Am 31.März ist der Tag der Kartoffel (National potatoe day)
29.03.2025,Wochenende,Liedempfehlung: Surfin USA 
30.03.2025,Wochenende,Beginn der Sommerzeit
31.03.2025,Quiz,"Welcher Fisch kann den Giftstoff Tetrodotoxin bilden? A) Rochen B) Kugelfisch C) Skorpionfisch -Antwort: B) Kugelfisch"
01.04.2025,Quiz,"Wie viele Tonnen Plastik treiben derzeit im Meer herum? A) 150 Mio.; B) 3 Mio.; C) 15 Mio. -Antwort: A)"
02.04.2025,Tipp,"Tag des Erdnussbutter-Marmelade-Sandwiches. Nimm zum Einkaufen immer eine eigene Tasche mit!"
03.04.2025,Witz,"Warum sind niederländische Fußballtrainer/-innen in 30 Jahren arbeitslos? Weil die Niederländer dann nur noch Wasserball spielen!"
04.04.2025,Nice to know,"Tag des Vitamin C. Die Antarktis verliert jährlich eine Eismenge von 151 Milliarden Tonnen."
05.04.2025,Wochenende,"Tipp: Schnapp dir deine Freunde/Freundinnen und koche eine leckere Spargelsuppe mit Spargel vom Bodensee, um die Umwelt zu schonen."
06.04.2025,Wochenende,
07.04.2025,Fun Fact,"Je heißer das Klima, desto höher wird der Adrenalinspiegel im Körper, welcher ein anormales und aggressives Verhalten fördert."
08.04.2025,Quiz,"Wie viele Tier- und Pflanzenarten sind vom Aussterben bedroht? A) 12.500; B) 41.000; C) 1.900 -Antwort: B)"
09.04.2025,Tipp,Nehme für kurze Strecken (zur Schule, zur Bäckerei, zu Freunden…) das Fahrrad oder gehe zu Fuß.
10.04.2025,Witz,"Mutter zum Sohn: Du sollst nicht immer so faul auf der Couch rumhängen. Sohn: Ich tue was für die Umwelt! Ich spare Energie."
11.04.2025,Nice to know,"Tag der Haustiere. Es gibt keinen Ort auf der Welt, an dem man die Folgen des Klimawandels nicht bemerkt."
12.04.2025,Wochenende,"Filmtipp: Seaspiracy auf Netflix. Im Film werden die Auswirkungen der industriellen Fischerei im Zusammenhang mit der Zerstörung der Meere deutlich gemacht."
13.04.2025,Wochenende,Endlich Ferien! – Palmsonntag. 
14.04.2025,Ferien,
15.04.2025,Ferien,
16.04.2025,Ferien,
17.04.2025,Ferien,Gründonnerstag	
18.04.2025,Ferien,Karfreitag	
19.04.2025,Ferien,Karsamstag	
20.04.2025,Ferien,Ostersonntag	
21.04.2025,Ferien,Ostermontag	
22.04.2025,Ferien,
23.04.2025,Ferien,
24.04.2025,Ferien,
25.04.2025,Ferien,
26.04.2025,Wochenende,Umarme-einen-Australier-Tag
27.04.2025,Wochenende,
28.04.2025,Fun Fact,"Tag des Blaubeerkuchens. Die Zahl der klimabezogenen Katastrophen hat sich seit 1980 weltweit verdreifacht.
29.04.2025,Quiz,"Wie bezeichnet man die unterste „Schicht“ der Erdoberfläche? A) Troposphäre; B) Biosphäre; C) Stratosphäre -Antwort: A"
30.04.2025,Tipp,"Walpurgisnacht. Ladet Songs und Videos herunter und schaut sie dann an, dies spart Energie."
01.05.2025,Witz,Sagt der eine Gletscher zum anderen: "Du schuldest mir noch 1.000 Euro!" Antwortet der andere "Warte noch, bald bin ich wieder flüssig!"
02.05.2025,Nice to know,Das wärmste Jahr seit dem 19. Jahrhundert war 2016.
03.05.2025,Wochenende,"Ohne-Hose-Tag. Ausflugtipp: Geht eine Runde Rad fahren, es macht Spaß und schadet der Umwelt nicht!"
04.05.2025,Wochenende,	
05.05.2025,Fun Fact,Der Salzgehalt des Roten Meeres liegt bei 26% (7x mehr als herkömmliche Meere)
06.05.2025,Quiz,Warum heißt das Rote Meer wie es heißt? (Die heimische Blaualge färbt zu ihrer Blütezeit das Wasser Rot)
07.05.2025,Tipp,Liedvorschlag: Red Sea - Shelly E. Johnson
08.05.2025,Witz,Was passiert, wenn man einen Grünen Apfel in das Rote Meer wirft?  -Er wird Nass
09.05.2025,Nice to know,Das Rote Meer ist nicht nur das salzigste, sondern auch das wärmste Meer
10.05.2025,Wochenende,
11.05.2025,Wochenende,
12.05.2025,Fun Fact,Die meisten Unterwasser Vulkane finden sich an den Plattengrenzen z.B.: in der Mitte des Ozeans wo sich zwei Platten treffen
13.05.2025,Quiz,Wie heiß können Unterwasser Vulkane werden? (bis zu 1000° C) 
14.05.2025,Tipp,Liedvorschlag: Boiling Water – Little Hurricane 
15.05.2025,Witz,Warum sind Unterwasservulkane nie auf Partys eingeladen? -Weil sie die Stimmung immer zum Kochen bringen
16.05.2025,Nice to know,Der größte komplett untergetauchte Vulkan ist der Tamu Massif im Nord-West Pazifik (310.000 Quadratkilometer Fläche) 
17.05.2025,Wochenende,
18.05.2025,Wochenende,
19.05.2025,Fun Fact,Rosa Seen sind die zweithäufigste Art nach normalen Seen
20.05.2025,Quiz,Welches Land hat die meisten Pinken Seen? -Australien
21.05.2025,Tipp,Liedvorschlag: Uncharted Waters – Pink Floyd 
22.05.2025,Witz,
23.05.2025,Nice to know,Die Pinken Seen bekommen ihre Farbe von 2 Mikroorganismen
24.05.2025,Wochenende,
25.05.2025,Wochenende,
26.05.2025,Fun Fact,Wenn nachts Wellen schlagen werden manchmal durch Plankton Lichtquellen freigesetzt diese leuchten dann meistens in Blau und heißen Biolumineszenz. 
27.05.2025,Quiz,In welchen Farben kann Biolumineszenz auftreten? (Blau, Grün, Gelb und sehr selten Rot)
28.05.2025,Tipp,Interessantes Video: Ein Surfer In San Diego surft auf leuchtenden Wellen 
29.05.2025,Witz,Was ist Planktons Lieblingsspiel? Verstecken in der Krossen Krabbe.
30.05.2025,Nice to know,Biolumineszenz wird nicht nur von Plankton hervorgerufen, in der Tiefsee gibt es viele Tiere die mithilfe von Biolumineszenz jagen oder ihren Weg bescheinen
31.05.2025,Wochenende,
01.06.2025,Wochenende,
02.06.2025,Fun Fact,Es gibt mehr Flugzeuge im Wasser als U-Boote in der Luft.
03.06.2025,Quiz,"Welt-Apfelwein-Tag. Was ist der älteste jemals aufgezeichnete Wassersport? A: Schwimmen; B: Tauchen; C: Springen -Antwort: B"
04.06.2025,Tipp,Der Bodensee hat vor allem im Sommer perfekte Bedingungen, um Wassersport zu treiben!
05.06.2025,Witz,Die letzten Worte eines Turmspringers: „Heute ist das Wasser aber klar!“
06.06.2025,Nice to know,Wasserskiing wurde von Ralph Samuelson, einem US-Amerikanischem Landwirt erfunden.
07.06.2025,Wochenende,Informiere dich doch mal über Wassersport in der Nähe!
08.06.2025,Wochenende,
09.06.2025,Ferien,
10.06.2025,Ferien,
11.06.2025,Ferien,
12.06.2025,Ferien,
13.06.2025,Ferien,
14.06.2025,Ferien,
15.06.2025,Ferien,
16.06.2025,Ferien,
17.06.2025,Ferien,
18.06.2025,Ferien,
19.06.2025,Ferien,
20.06.2025,Ferien,
21.06.2025,Wochenende,	
22.06.2025,Wochenende,
